Circuit delay: 2844.59 picoseconds

Gate slacks:
NOT-P2_R1143_U307: 538.343 picoseconds
OR-P2_R1143_U308: 651.358 picoseconds
NAND-P2_R1143_U309: 555.335 picoseconds
NAND-P2_R1143_U310: 555.335 picoseconds
NAND-P2_R1143_U311: 538.343 picoseconds
NAND-P2_R1143_U312: 598.692 picoseconds
NAND-P2_R1143_U313: 538.343 picoseconds
OR-P2_R1143_U314: 668.709 picoseconds
NAND-P2_R1143_U315: 694.284 picoseconds
NOT-P2_R1143_U316: 708.832 picoseconds
NAND-P2_R1143_U317: 694.284 picoseconds
NAND-P2_R1143_U318: 708.186 picoseconds
NAND-P2_R1143_U319: 694.284 picoseconds
NAND-P2_R1143_U320: 694.284 picoseconds
OR-P2_R1143_U321: 896.971 picoseconds
NAND-P2_R1143_U322: 726.16 picoseconds
NAND-P2_R1143_U323: 726.16 picoseconds
NAND-P2_R1143_U324: 708.832 picoseconds
NAND-P2_R1143_U325: 831.655 picoseconds
NAND-P2_R1143_U326: 708.832 picoseconds
OR-P2_R1143_U327: 1324.89 picoseconds
NOT-P2_R1143_U328: 1276.65 picoseconds
OR-P2_R1143_U329: 906.439 picoseconds
OR-P2_R1143_U330: 986.275 picoseconds
NAND-P2_R1143_U331: 816.87 picoseconds
NAND-P2_R1143_U332: 816.87 picoseconds
NAND-P2_R1143_U333: 799.544 picoseconds
NAND-P2_R1143_U334: 951.767 picoseconds
NAND-P2_R1143_U335: 799.544 picoseconds
OR-P2_R1143_U336: 983.139 picoseconds
NAND-P2_R1143_U337: 884.755 picoseconds
NOT-P2_R1143_U338: 884.755 picoseconds
OR-P2_R1143_U339: 1063.58 picoseconds
NAND-P2_R1143_U340: 901.939 picoseconds
NAND-P2_R1143_U341: 901.939 picoseconds
NAND-P2_R1143_U342: 884.755 picoseconds
NAND-P2_R1143_U343: 1024.61 picoseconds
NAND-P2_R1143_U344: 884.755 picoseconds
OR-P2_R1143_U345: 1073.42 picoseconds
OR-P2_R1143_U346: 1105.9 picoseconds
NAND-P2_R1143_U347: 935.062 picoseconds
NAND-P2_R1143_U348: 935.062 picoseconds
NAND-P2_R1143_U349: 917.878 picoseconds
NAND-P2_R1143_U350: 1068.52 picoseconds
NAND-P2_R1143_U351: 917.878 picoseconds
NAND-P2_R1143_U352: 1066.91 picoseconds
NAND-P2_R1143_U353: 1074.96 picoseconds
NAND-P2_R1143_U354: 1086.36 picoseconds
NAND-P2_R1143_U355: 1159.01 picoseconds
NAND-P2_R1143_U356: 1211.63 picoseconds
NAND-P2_R1143_U357: 617.411 picoseconds
NAND-P2_R1143_U358: 688.26 picoseconds
NAND-P2_R1143_U359: 847.782 picoseconds
NAND-P2_R1143_U360: 946.109 picoseconds
NAND-P2_R1143_U361: 916.22 picoseconds
NAND-P2_R1143_U362: 1025.01 picoseconds
NAND-P2_R1143_U363: 1036.12 picoseconds
NAND-P2_R1143_U364: 512.107 picoseconds
NAND-P2_R1143_U365: 523.2 picoseconds
NAND-P2_R1143_U366: 507.945 picoseconds
NAND-P2_R1143_U367: 461.523 picoseconds
NAND-P2_R1143_U368: 461.523 picoseconds
NAND-P2_R1143_U369: 463.292 picoseconds
NAND-P2_R1143_U370: 501.096 picoseconds
NAND-P2_R1143_U371: 1084.61 picoseconds
NAND-P2_R1143_U372: 1097.94 picoseconds
NAND-P2_R1143_U373: 1084.61 picoseconds
NAND-P2_R1143_U374: 962.322 picoseconds
NAND-P2_R1143_U375: 945.105 picoseconds
NAND-P2_R1143_U376: 1088.19 picoseconds
NAND-P2_R1143_U377: 1101.45 picoseconds
NAND-P2_R1143_U378: 1088.19 picoseconds
NAND-P2_R1143_U379: 1002.07 picoseconds
NAND-P2_R1143_U380: 990.799 picoseconds
NAND-P2_R1143_U381: 1077.83 picoseconds
NAND-P2_R1143_U382: 1103.52 picoseconds
NAND-P2_R1143_U383: 1116.05 picoseconds
NAND-P2_R1143_U384: 1130.24 picoseconds
NAND-P2_R1143_U385: 1116.05 picoseconds
NAND-P2_R1143_U386: 1085.27 picoseconds
NAND-P2_R1143_U387: 1067.88 picoseconds
NAND-P2_R1143_U388: 1101.01 picoseconds
NAND-P2_R1143_U389: 1126.7 picoseconds
NAND-P2_R1143_U390: 1186.92 picoseconds
NAND-P2_R1143_U391: 1200.26 picoseconds
NAND-P2_R1143_U392: 1186.92 picoseconds
NAND-P2_R1143_U393: 1146.26 picoseconds
NAND-P2_R1143_U394: 1129.05 picoseconds
NAND-P2_R1143_U395: 1200.36 picoseconds
NAND-P2_R1143_U396: 1214.47 picoseconds
NAND-P2_R1143_U397: 1200.36 picoseconds
NAND-P2_R1143_U398: 1187.28 picoseconds
NAND-P2_R1143_U399: 1176.08 picoseconds
NAND-P2_R1143_U400: 1203.57 picoseconds
NAND-P2_R1143_U401: 1211.37 picoseconds
NAND-P2_R1143_U402: 536.433 picoseconds
NAND-P2_R1143_U403: 562.949 picoseconds
NAND-P2_R1143_U404: 549.245 picoseconds
NAND-P2_R1143_U405: 573.16 picoseconds
NAND-P2_R1143_U406: 549.245 picoseconds
NAND-P2_R1143_U407: 472.809 picoseconds
NAND-P2_R1143_U408: 461.523 picoseconds
NAND-P2_R1143_U409: 473.003 picoseconds
NAND-P2_R1143_U410: 502.576 picoseconds
NAND-P2_R1143_U411: 484.279 picoseconds
NAND-P2_R1143_U412: 510.948 picoseconds
NAND-P2_R1143_U413: 484.279 picoseconds
NAND-P2_R1143_U414: 473.003 picoseconds
NAND-P2_R1143_U415: 470.962 picoseconds
NAND-P2_R1143_U416: 520.329 picoseconds
NAND-P2_R1143_U417: 549.554 picoseconds
NAND-P2_R1143_U418: 531.823 picoseconds
NAND-P2_R1143_U419: 558.175 picoseconds
NAND-P2_R1143_U420: 531.823 picoseconds
NAND-P2_R1143_U421: 520.329 picoseconds
NAND-P2_R1143_U422: 508.699 picoseconds
NAND-P2_R1143_U423: 562.346 picoseconds
NAND-P2_R1143_U424: 578.801 picoseconds
NAND-P2_R1143_U425: 639.001 picoseconds
NAND-P2_R1143_U426: 652.178 picoseconds
NAND-P2_R1143_U427: 639.001 picoseconds
NAND-P2_R1143_U428: 590.206 picoseconds
NAND-P2_R1143_U429: 572.988 picoseconds
NAND-P2_R1143_U430: 700.671 picoseconds
NAND-P2_R1143_U431: 713.341 picoseconds
NAND-P2_R1143_U432: 700.671 picoseconds
NAND-P2_R1143_U433: 629.972 picoseconds
NAND-P2_R1143_U434: 618.778 picoseconds
NAND-P2_R1143_U435: 648.229 picoseconds
NAND-P2_R1143_U436: 678.307 picoseconds
NAND-P2_R1143_U437: 659.611 picoseconds
NAND-P2_R1143_U438: 686.741 picoseconds
NAND-P2_R1143_U439: 659.611 picoseconds
NAND-P2_R1143_U440: 648.229 picoseconds
NAND-P2_R1143_U441: 657.22 picoseconds
NAND-P2_R1143_U442: 724.668 picoseconds
NAND-P2_R1143_U443: 753.04 picoseconds
NAND-P2_R1143_U444: 736.927 picoseconds
NAND-P2_R1143_U445: 762.502 picoseconds
NAND-P2_R1143_U446: 736.927 picoseconds
NAND-P2_R1143_U447: 708.18 picoseconds
NAND-P2_R1143_U448: 696.915 picoseconds
NAND-P2_R1143_U449: 713.14 picoseconds
NAND-P2_R1143_U450: 742.065 picoseconds
NAND-P2_R1143_U451: 751.939 picoseconds
NAND-P2_R1143_U452: 777.974 picoseconds
NAND-P2_R1143_U453: 751.939 picoseconds
NAND-P2_R1143_U454: 785.76 picoseconds
NAND-P2_R1143_U455: 811.215 picoseconds
NAND-P2_R1143_U456: 1287.93 picoseconds
NAND-P2_R1143_U457: 1276.65 picoseconds
NAND-P2_R1143_U458: 875.989 picoseconds
NAND-P2_R1143_U459: 889.324 picoseconds
NAND-P2_R1143_U460: 875.989 picoseconds
NAND-P2_R1143_U461: 753.443 picoseconds
NAND-P2_R1143_U462: 736.055 picoseconds
NAND-P2_R1143_U463: 958.288 picoseconds
NAND-P2_R1143_U464: 970.672 picoseconds
NAND-P2_R1143_U465: 958.288 picoseconds
NAND-P2_R1143_U466: 798.834 picoseconds
NAND-P2_R1143_U467: 787.566 picoseconds
NAND-P2_R1143_U468: 904.762 picoseconds
NAND-P2_R1143_U469: 930.387 picoseconds
NAND-P2_R1143_U470: 945.912 picoseconds
NAND-P2_R1143_U471: 960.101 picoseconds
NAND-P2_R1143_U472: 945.912 picoseconds
NAND-P2_R1143_U473: 831.921 picoseconds
NAND-P2_R1143_U474: 814.534 picoseconds
NAND-P2_R1143_U475: 1001.33 picoseconds
NAND-P2_R1143_U476: 1030.02 picoseconds
NAND-P2_R1143_U477: 1013.53 picoseconds
NAND-P2_R1143_U478: 1039.39 picoseconds
NAND-P2_R1143_U479: 1013.53 picoseconds
NAND-P2_R1143_U480: 877.312 picoseconds
NAND-P2_R1143_U481: 866.046 picoseconds
NAND-P2_R1143_U482: 1007.22 picoseconds
NAND-P2_R1143_U483: 1035.9 picoseconds
NAND-P2_R1143_U484: 1019.42 picoseconds
NAND-P2_R1143_U485: 1045.28 picoseconds
NAND-P2_R1143_U486: 1019.42 picoseconds
NAND-P2_R1143_U487: 917.005 picoseconds
NAND-P2_R1143_U488: 905.739 picoseconds
NAND-P2_R1143_U489: 989.927 picoseconds
NAND-P2_R1143_U490: 1003.33 picoseconds
NAND-P2_R1143_U491: 1042.67 picoseconds
NAND-P2_R1143_U492: 1055.96 picoseconds
NAND-P2_R1143_U493: 1042.67 picoseconds
NAND-P2_R1143_U494: 929.199 picoseconds
NAND-P2_R1143_U495: 911.982 picoseconds
NAND-P2_R1143_U496: 1049.58 picoseconds
NAND-P2_R1143_U497: 1063.22 picoseconds
NAND-P2_R1143_U498: 1049.58 picoseconds
NAND-P2_R1143_U499: 956.713 picoseconds
NAND-P2_R1143_U500: 945.445 picoseconds
NAND-P2_R1143_U501: 1033.83 picoseconds
NAND-P2_R1143_U502: 1047.23 picoseconds
NAND-P2_R1143_U503: 1443.6 picoseconds
NAND-P2_R1143_U504: 1455.72 picoseconds
AND-P2_R1158_U4: 711.584 picoseconds
AND-P2_R1158_U5: 659.032 picoseconds
AND-P2_R1158_U6: 641.728 picoseconds
AND-P2_R1158_U7: 743.477 picoseconds
AND-P2_R1158_U8: 627.516 picoseconds
AND-P2_R1158_U9: 641.728 picoseconds
AND-P2_R1158_U10: 670.077 picoseconds
AND-P2_R1158_U11: 641.728 picoseconds
AND-P2_R1158_U12: 641.728 picoseconds
AND-P2_R1158_U13: 595.875 picoseconds
AND-P2_R1158_U14: 876.938 picoseconds
AND-P2_R1158_U15: 896.881 picoseconds
AND-P2_R1158_U16: 772.274 picoseconds
AND-P2_R1158_U17: 595.875 picoseconds
AND-P2_R1158_U18: 1234.42 picoseconds
AND-P2_R1158_U19: 1090.85 picoseconds
NAND-P2_R1158_U20: 615.803 picoseconds
NOT-P2_R1158_U21: 1137.4 picoseconds
NOT-P2_R1158_U22: 1390.68 picoseconds
NOT-P2_R1158_U23: 1308.52 picoseconds
NAND-P2_R1158_U24: 687.633 picoseconds
NOT-P2_R1158_U25: 1319.54 picoseconds
NOT-P2_R1158_U26: 1282.71 picoseconds
NAND-P2_R1158_U27: 738.706 picoseconds
NOT-P2_R1158_U28: 1240.9 picoseconds
NAND-P2_R1158_U29: 723.884 picoseconds
NOT-P2_R1158_U30: 1208.27 picoseconds
NOT-P2_R1158_U31: 1290.19 picoseconds
NOT-P2_R1158_U32: 2038.78 picoseconds
NOT-P2_R1158_U33: 1848.39 picoseconds
NOT-P2_R1158_U34: 1862.41 picoseconds
NAND-P2_R1158_U35: 659.032 picoseconds
NAND-P2_R1158_U36: 1090.85 picoseconds
NAND-P2_R1158_U37: 782.249 picoseconds
NOT-P2_R1158_U38: 1749.2 picoseconds
NOT-P2_R1158_U39: 1738.18 picoseconds
NOT-P2_R1158_U40: 1831.67 picoseconds
NOT-P2_R1158_U41: 1781.43 picoseconds
NOT-P2_R1158_U42: 1550.86 picoseconds
NAND-P2_R1158_U43: 741.985 picoseconds
NOT-P2_R1158_U44: 1561.89 picoseconds
NOT-P2_R1158_U45: 1436.79 picoseconds
NOT-P2_R1158_U46: 1478.61 picoseconds
NOT-P2_R1158_U47: 1374.41 picoseconds
NOT-P2_R1158_U48: 1465.24 picoseconds
NAND-P2_R1158_U49: 715.917 picoseconds
NOT-P2_R1158_U50: 1363.14 picoseconds
NOT-P2_R1158_U51: 1348.47 picoseconds
NAND-P2_R1158_U52: 771.218 picoseconds
NOT-P2_R1158_U53: 1630.73 picoseconds
NOT-P2_R1158_U54: 1647.92 picoseconds
NOT-P2_R1158_U55: 1650.13 picoseconds
NAND-P2_R1158_U56: 754.486 picoseconds
NOT-P2_R1158_U57: 1591.86 picoseconds
NOT-P2_R1158_U58: 1640.17 picoseconds
NOT-P2_R1158_U59: 1754.53 picoseconds
NAND-P2_R1158_U60: 651.155 picoseconds
NAND-P2_R1158_U61: 627.516 picoseconds
NAND-P2_R1158_U62: 772.274 picoseconds
NAND-P2_R1158_U63: 641.728 picoseconds
NAND-P2_R1158_U64: 642.528 picoseconds
NAND-P2_R1158_U65: 642.528 picoseconds
NAND-P2_R1158_U66: 876.938 picoseconds
NAND-P2_R1158_U67: 823.644 picoseconds
NAND-P2_R1158_U68: 717.777 picoseconds
NAND-P2_R1158_U69: 659.032 picoseconds
NAND-P2_R1158_U70: 682.529 picoseconds
NAND-P2_R1158_U71: 738.706 picoseconds
NAND-P2_R1158_U72: 723.884 picoseconds
NAND-P2_R1158_U73: 711.584 picoseconds
NAND-P2_R1158_U74: 782.249 picoseconds
NAND-P2_R1158_U75: 848.483 picoseconds
NAND-P2_R1158_U76: 800.202 picoseconds
NAND-P2_R1158_U77: 568.718 picoseconds
NAND-P2_R1158_U78: 615.803 picoseconds
NAND-P2_R1158_U79: 706.843 picoseconds
NAND-P2_R1158_U80: 595.649 picoseconds
NAND-P2_R1158_U81: 741.985 picoseconds
NAND-P2_R1158_U82: 751.411 picoseconds
NAND-P2_R1158_U83: 776.756 picoseconds
NAND-P2_R1158_U84: 749.568 picoseconds
NAND-P2_R1158_U85: 651.457 picoseconds
NAND-P2_R1158_U86: 641.728 picoseconds
NAND-P2_R1158_U87: 707.113 picoseconds
NAND-P2_R1158_U88: 761.712 picoseconds
NAND-P2_R1158_U89: 813.73 picoseconds
NAND-P2_R1158_U90: 750.243 picoseconds
NAND-P2_R1158_U91: 627.516 picoseconds
NAND-P2_R1158_U92: 678.372 picoseconds
NAND-P2_R1158_U93: 701.262 picoseconds
NAND-P2_R1158_U94: 664.393 picoseconds
NAND-P2_R1158_U95: 641.536 picoseconds
NAND-P2_R1158_U96: 1457.16 picoseconds
NAND-P2_R1158_U97: 1068.58 picoseconds
NAND-P2_R1158_U98: 1109.6 picoseconds
NAND-P2_R1158_U99: 1118.09 picoseconds
NAND-P2_R1158_U100: 1164.17 picoseconds
NAND-P2_R1158_U101: 1220.64 picoseconds
NAND-P2_R1158_U102: 1308.65 picoseconds
NAND-P2_R1158_U103: 568.718 picoseconds
NAND-P2_R1158_U104: 622.318 picoseconds
NAND-P2_R1158_U105: 655.663 picoseconds
NAND-P2_R1158_U106: 701.882 picoseconds
NAND-P2_R1158_U107: 752.561 picoseconds
NAND-P2_R1158_U108: 792.254 picoseconds
NAND-P2_R1158_U109: 799.514 picoseconds
NAND-P2_R1158_U110: 1398.36 picoseconds
NAND-P2_R1158_U111: 845.214 picoseconds
NAND-P2_R1158_U112: 890.573 picoseconds
NAND-P2_R1158_U113: 924.115 picoseconds
NAND-P2_R1158_U114: 955.682 picoseconds
NAND-P2_R1158_U115: 955.682 picoseconds
NAND-P2_R1158_U116: 904.179 picoseconds
NAND-P2_R1158_U117: 949.865 picoseconds
NAND-P2_R1158_U118: 990.097 picoseconds
AND-P2_R1158_U119: 867.905 picoseconds
AND-P2_R1158_U120: 723.884 picoseconds
AND-P2_R1158_U121: 670.077 picoseconds
AND-P2_R1158_U122: 659.032 picoseconds
AND-P2_R1158_U123: 1180.29 picoseconds
AND-P2_R1158_U124: 1155.75 picoseconds
AND-P2_R1158_U125: 1250.65 picoseconds
AND-P2_R1158_U126: 1234.42 picoseconds
AND-P2_R1158_U127: 692.243 picoseconds
AND-P2_R1158_U128: 641.728 picoseconds
AND-P2_R1158_U129: 642.528 picoseconds
AND-P2_R1158_U130: 741.985 picoseconds
AND-P2_R1158_U131: 627.516 picoseconds
AND-P2_R1158_U132: 673.467 picoseconds
AND-P2_R1158_U133: 615.487 picoseconds
AND-P2_R1158_U134: 568.718 picoseconds
AND-P2_R1158_U135: 595.986 picoseconds
AND-P2_R1158_U136: 568.718 picoseconds
NAND-P2_R1158_U137: 1763.22 picoseconds
AND-P2_R1158_U138: 612.746 picoseconds
AND-P2_R1158_U139: 668.222 picoseconds
AND-P2_R1158_U140: 611.65 picoseconds
AND-P2_R1158_U141: 595.875 picoseconds
AND-P2_R1158_U142: 607.068 picoseconds
AND-P2_R1158_U143: 849.32 picoseconds
AND-P2_R1158_U144: 829.609 picoseconds
AND-P2_R1158_U145: 1022.33 picoseconds
AND-P2_R1158_U146: 1001.15 picoseconds
AND-P2_R1158_U147: 1092.26 picoseconds
AND-P2_R1158_U148: 1072.55 picoseconds
NAND-P2_R1158_U149: 1457.16 picoseconds
NOT-P2_R1158_U150: 823.644 picoseconds
AND-P2_R1158_U151: 1185.25 picoseconds
NOT-P2_R1158_U152: 800.202 picoseconds
NOT-P2_R1158_U153: 782.249 picoseconds
NOT-P2_R1158_U154: 848.483 picoseconds
NOT-P2_R1158_U155: 711.584 picoseconds
NOT-P2_R1158_U156: 723.884 picoseconds
NOT-P2_R1158_U157: 738.706 picoseconds
NOT-P2_R1158_U158: 682.529 picoseconds
NOT-P2_R1158_U159: 659.032 picoseconds
NOT-P2_R1158_U160: 717.777 picoseconds
NAND-P2_R1158_U161: 659.032 picoseconds
AND-P2_R1158_U162: 1189.3 picoseconds
NAND-P2_R1158_U163: 1109.6 picoseconds
AND-P2_R1158_U164: 1243.13 picoseconds
NAND-P2_R1158_U165: 711.584 picoseconds
AND-P2_R1158_U166: 1261.32 picoseconds
NAND-P2_R1158_U167: 711.584 picoseconds
NOT-P2_R1158_U168: 568.718 picoseconds
NOT-P2_R1158_U169: 749.568 picoseconds
NOT-P2_R1158_U170: 761.712 picoseconds
NOT-P2_R1158_U171: 707.113 picoseconds
NOT-P2_R1158_U172: 641.728 picoseconds
NOT-P2_R1158_U173: 651.457 picoseconds
NOT-P2_R1158_U174: 776.756 picoseconds
NOT-P2_R1158_U175: 751.411 picoseconds
NOT-P2_R1158_U176: 741.985 picoseconds
NOT-P2_R1158_U177: 813.73 picoseconds
NOT-P2_R1158_U178: 627.516 picoseconds
NOT-P2_R1158_U179: 678.372 picoseconds
NOT-P2_R1158_U180: 750.243 picoseconds
NOT-P2_R1158_U181: 701.262 picoseconds
NOT-P2_R1158_U182: 664.393 picoseconds
NOT-P2_R1158_U183: 595.649 picoseconds
NOT-P2_R1158_U184: 615.803 picoseconds
NOT-P2_R1158_U185: 706.843 picoseconds
NOT-P2_R1158_U186: 1794.29 picoseconds
NOT-P2_R1158_U187: 641.536 picoseconds
AND-P2_R1158_U188: 622.579 picoseconds
NAND-P2_R1158_U189: 622.318 picoseconds
NAND-P2_R1158_U190: 706.843 picoseconds
NAND-P2_R1158_U191: 655.663 picoseconds
NAND-P2_R1158_U192: 627.516 picoseconds
AND-P2_R1158_U193: 773.677 picoseconds
NAND-P2_R1158_U194: 627.516 picoseconds
AND-P2_R1158_U195: 850.239 picoseconds
NAND-P2_R1158_U196: 627.516 picoseconds
AND-P2_R1158_U197: 1398.36 picoseconds
NAND-P2_R1158_U198: 1440.71 picoseconds
NAND-P2_R1158_U199: 641.728 picoseconds
AND-P2_R1158_U200: 1046.81 picoseconds
NAND-P2_R1158_U201: 641.728 picoseconds
AND-P2_R1158_U202: 1127.24 picoseconds
NAND-P2_R1158_U203: 955.682 picoseconds
AND-P2_R1158_U204: 1133.13 picoseconds
NAND-P2_R1158_U205: 955.682 picoseconds
NAND-P2_R1158_U206: 876.938 picoseconds
AND-P2_R1158_U207: 1175.4 picoseconds
NAND-P2_R1158_U208: 659.032 picoseconds
NAND-P2_R1158_U209: 611.65 picoseconds
NAND-P2_R1158_U210: 659.032 picoseconds
NAND-P2_R1158_U211: 711.584 picoseconds
NOT-P2_R1158_U212: 726.526 picoseconds
NAND-P2_R1158_U213: 693.35 picoseconds
NAND-P2_R1158_U214: 715.703 picoseconds
NOT-P2_R1158_U215: 651.155 picoseconds
NOT-P2_R1158_U216: 715.917 picoseconds
NOT-P2_R1158_U217: 754.486 picoseconds
NOT-P2_R1158_U218: 748.045 picoseconds
NAND-P2_R1158_U219: 848.483 picoseconds
NAND-P2_R1158_U220: 1440.71 picoseconds
NAND-P2_R1158_U221: 1477.56 picoseconds
NOT-P2_R1158_U222: 1440.71 picoseconds
NAND-P2_R1158_U223: 782.249 picoseconds
NAND-P2_R1158_U224: 835.656 picoseconds
NOT-P2_R1158_U225: 1300.67 picoseconds
NAND-P2_R1158_U226: 711.584 picoseconds
NAND-P2_R1158_U227: 726.14 picoseconds
NAND-P2_R1158_U228: 723.884 picoseconds
NAND-P2_R1158_U229: 723.884 picoseconds
NAND-P2_R1158_U230: 726.526 picoseconds
NAND-P2_R1158_U231: 711.584 picoseconds
NOT-P2_R1158_U232: 1220.64 picoseconds
NAND-P2_R1158_U233: 711.584 picoseconds
NOT-P2_R1158_U234: 1164.17 picoseconds
NAND-P2_R1158_U235: 740.884 picoseconds
NOT-P2_R1158_U236: 738.706 picoseconds
NAND-P2_R1158_U237: 682.529 picoseconds
NAND-P2_R1158_U238: 659.032 picoseconds
NOT-P2_R1158_U239: 690.359 picoseconds
NAND-P2_R1158_U240: 687.633 picoseconds
NAND-P2_R1158_U241: 687.633 picoseconds
NAND-P2_R1158_U242: 690.359 picoseconds
NAND-P2_R1158_U243: 717.777 picoseconds
NAND-P2_R1158_U244: 760.451 picoseconds
NAND-P2_R1158_U245: 1204.75 picoseconds
NAND-P2_R1158_U246: 1108.03 picoseconds
NAND-P2_R1158_U247: 1108.03 picoseconds
NAND-P2_R1158_U248: 1090.85 picoseconds
NAND-P2_R1158_U249: 1233.33 picoseconds
NAND-P2_R1158_U250: 1090.85 picoseconds
NAND-P2_R1158_U251: 1218.18 picoseconds
NAND-P2_R1158_U252: 1294.79 picoseconds
NAND-P2_R1158_U253: 1294.79 picoseconds
NAND-P2_R1158_U254: 1250.65 picoseconds
NAND-P2_R1158_U255: 1300.67 picoseconds
NAND-P2_R1158_U256: 1285.19 picoseconds
NAND-P2_R1158_U257: 1234.42 picoseconds
NAND-P2_R1158_U258: 1308.65 picoseconds
NAND-P2_R1158_U259: 659.032 picoseconds
NOT-P2_R1158_U260: 990.097 picoseconds
NAND-P2_R1158_U261: 761.712 picoseconds
NOT-P2_R1158_U262: 771.218 picoseconds
NAND-P2_R1158_U263: 641.728 picoseconds
NAND-P2_R1158_U264: 651.457 picoseconds
NAND-P2_R1158_U265: 647.804 picoseconds
NAND-P2_R1158_U266: 692.243 picoseconds
NAND-P2_R1158_U267: 647.804 picoseconds
NAND-P2_R1158_U268: 707.113 picoseconds
NAND-P2_R1158_U269: 709.721 picoseconds
NAND-P2_R1158_U270: 647.804 picoseconds
NAND-P2_R1158_U271: 749.568 picoseconds
NAND-P2_R1158_U272: 791.216 picoseconds
NAND-P2_R1158_U273: 776.756 picoseconds
NAND-P2_R1158_U274: 819.431 picoseconds
NAND-P2_R1158_U275: 751.411 picoseconds
NAND-P2_R1158_U276: 743.477 picoseconds
NOT-P2_R1158_U277: 744.626 picoseconds
NAND-P2_R1158_U278: 741.985 picoseconds
NAND-P2_R1158_U279: 741.985 picoseconds
NAND-P2_R1158_U280: 744.626 picoseconds
NAND-P2_R1158_U281: 641.728 picoseconds
NOT-P2_R1158_U282: 890.573 picoseconds
NAND-P2_R1158_U283: 813.73 picoseconds
NAND-P2_R1158_U284: 641.728 picoseconds
NAND-P2_R1158_U285: 851.125 picoseconds
NOT-P2_R1158_U286: 845.214 picoseconds
NAND-P2_R1158_U287: 627.516 picoseconds
NAND-P2_R1158_U288: 678.372 picoseconds
NAND-P2_R1158_U289: 629.03 picoseconds
NAND-P2_R1158_U290: 673.467 picoseconds
NAND-P2_R1158_U291: 629.03 picoseconds
NAND-P2_R1158_U292: 750.243 picoseconds
NAND-P2_R1158_U293: 690.946 picoseconds
NAND-P2_R1158_U294: 627.516 picoseconds
NAND-P2_R1158_U295: 629.03 picoseconds
NOT-P2_R1158_U296: 792.254 picoseconds
NAND-P2_R1158_U297: 701.262 picoseconds
NAND-P2_R1158_U298: 627.516 picoseconds
NAND-P2_R1158_U299: 738.649 picoseconds
NOT-P2_R1158_U300: 752.561 picoseconds
NAND-P2_R1158_U301: 664.393 picoseconds
NAND-P2_R1158_U302: 627.516 picoseconds
NAND-P2_R1158_U303: 701.792 picoseconds
NOT-P2_R1158_U304: 701.882 picoseconds
NAND-P2_R1158_U305: 615.803 picoseconds
NAND-P2_R1158_U306: 595.649 picoseconds
NAND-P2_R1158_U307: 595.649 picoseconds
NAND-P2_R1158_U308: 714.691 picoseconds
NAND-P2_R1158_U309: 622.318 picoseconds
NAND-P2_R1158_U310: 625.453 picoseconds
NOT-P2_R1158_U311: 622.318 picoseconds
NAND-P2_R1158_U312: 639.739 picoseconds
NAND-P2_R1158_U313: 629.1 picoseconds
NAND-P2_R1158_U314: 642.779 picoseconds
NAND-P2_R1158_U315: 568.718 picoseconds
NOT-P2_R1158_U316: 627.516 picoseconds
NOT-P2_R1158_U317: 655.663 picoseconds
NAND-P2_R1158_U318: 612.746 picoseconds
NAND-P2_R1158_U319: 743.765 picoseconds
NAND-P2_R1158_U320: 772.274 picoseconds
NOT-P2_R1158_U321: 772.274 picoseconds
NAND-P2_R1158_U322: 929.476 picoseconds
NAND-P2_R1158_U323: 789.458 picoseconds
NAND-P2_R1158_U324: 789.458 picoseconds
NAND-P2_R1158_U325: 772.274 picoseconds
NAND-P2_R1158_U326: 889.32 picoseconds
NAND-P2_R1158_U327: 772.274 picoseconds
NAND-P2_R1158_U328: 942.911 picoseconds
NAND-P2_R1158_U329: 1046.49 picoseconds
NAND-P2_R1158_U330: 914.206 picoseconds
NAND-P2_R1158_U331: 914.206 picoseconds
NAND-P2_R1158_U332: 896.881 picoseconds
NAND-P2_R1158_U333: 1059.86 picoseconds
NAND-P2_R1158_U334: 896.881 picoseconds
NAND-P2_R1158_U335: 1059.95 picoseconds
NAND-P2_R1158_U336: 876.938 picoseconds
NOT-P2_R1158_U337: 876.938 picoseconds
NAND-P2_R1158_U338: 1131.29 picoseconds
NAND-P2_R1158_U339: 894.122 picoseconds
NAND-P2_R1158_U340: 894.122 picoseconds
NAND-P2_R1158_U341: 876.938 picoseconds
NAND-P2_R1158_U342: 1132.26 picoseconds
NAND-P2_R1158_U343: 876.938 picoseconds
NAND-P2_R1158_U344: 1144.72 picoseconds
NAND-P2_R1158_U345: 1218.18 picoseconds
NAND-P2_R1158_U346: 1308.65 picoseconds
NAND-P2_R1158_U347: 743.765 picoseconds
NAND-P2_R1158_U348: 795.954 picoseconds
NAND-P2_R1158_U349: 942.911 picoseconds
NAND-P2_R1158_U350: 980.031 picoseconds
NAND-P2_R1158_U351: 1059.95 picoseconds
NAND-P2_R1158_U352: 1144.72 picoseconds
NAND-P2_R1158_U353: 1165.96 picoseconds
NAND-P2_R1158_U354: 800.202 picoseconds
NAND-P2_R1158_U355: 823.644 picoseconds
NAND-P2_R1158_U356: 615.487 picoseconds
NAND-P2_R1158_U357: 782.249 picoseconds
NAND-P2_R1158_U358: 793.309 picoseconds
NAND-P2_R1158_U359: 659.032 picoseconds
NOT-P2_R1158_U360: 1109.6 picoseconds
